AegisSat.A1Gregorian,AegisSat.ElapsedSecs,AegisSat.Earth.Altitude,AegisSat.Earth.Latitude,AegisSat.Earth.Longitude
26 Jul 2025 13:05:18.297,3913.262374454644,625.0355417829833,-42.89103124004962,90.21450662078003
26 Jul 2025 13:05:23.595,3918.56083413586,625.0792050203208,-43.04886157714696,90.58377445169226
26 Jul 2025 13:05:29.510,3924.475232628174,625.1274442450549,-43.2234470103277,90.99833086975009
26 Jul 2025 13:05:33.748,3928.713852202054,625.1616864114994,-43.3475216926925,91.2969627667476
26 Jul 2025 13:05:37.763,3932.728448021226,625.1938621899353,-43.46422747370583,91.58099503783954
26 Jul 2025 13:05:51.575,3946.541013917886,625.3026216071466,-43.85964866321061,92.56704895819571
26 Jul 2025 13:06:36.663,3991.628894547466,625.6355624620801,-45.08176109448319,95.88109572943701
26 Jul 2025 13:07:38.725,4053.690550918691,626.0335368277802,-46.5789404665643,100.67937859732
26 Jul 2025 13:09:05.907,4140.872304642107,626.4606962763219,-48.27924600816532,107.8575499747184
26 Jul 2025 13:10:40.565,4235.531009361148,626.7316826316865,-49.52985244714462,116.1382171763208
26 Jul 2025 13:12:16.090,4331.055698369164,626.7870272666514,-50.10504139055811,124.8256629422377
26 Jul 2025 13:13:51.720,4426.685339596588,626.6167433729133,-49.95954387135036,133.6042696779572
26 Jul 2025 13:15:27.362,4522.328104055487,626.223803385893,-49.09991871541047,142.1964242620418
26 Jul 2025 13:17:03.004,4617.970021418296,625.6208536452423,-47.57017174068711,150.3696775202359
26 Jul 2025 13:18:38.640,4713.605963531882,624.8295118126462,-45.44064605896901,157.968629476436
26 Jul 2025 13:20:14.266,4809.231587103568,623.8795107850756,-42.7945549864428,164.9225414715964
26 Jul 2025 13:21:49.876,4904.841831559315,622.8075153866648,-39.71629926999297,171.2303704732102
26 Jul 2025 13:23:25.468,5000.433733162936,621.6555976495674,-36.28382300563513,176.9371339232868
26 Jul 2025 13:25:01.039,5096.004893013742,620.4695175891811,-32.56517737626613,-177.88808121708
26 Jul 2025 13:26:36.588,5191.553135693539,619.2968289667015,-28.61791335770986,-173.167603491777
26 Jul 2025 13:28:12.113,5287.078666768502,618.1848648509831,-24.48990782960652,-168.824164237752
26 Jul 2025 13:29:47.616,5382.581213093363,617.1787803753141,-20.22102080408477,-164.7854352974813
26 Jul 2025 13:31:23.096,5478.061685885768,616.3196198007736,-15.8446783499701,-160.9854051537568
26 Jul 2025 13:32:58.556,5573.521601117682,615.6425750547151,-11.38942475507775,-157.3642360482899
26 Jul 2025 13:34:33.999,5668.964286195114,615.1754750926966,-6.880197994017897,-153.8672310392483
26 Jul 2025 13:36:09.427,5764.393052808009,614.9376088493045,-2.339560359081588,-150.4435486831
26 Jul 2025 13:37:44.847,5859.812174469698,614.938892484065,2.211346126654196,-147.0446694218614
26 Jul 2025 13:38:43.552,5918.517910852097,615.0589834909078,5.007541825768662,-144.9451092573152
26 Jul 2025 13:39:10.381,5945.34644165542,615.1436403407242,6.282791981019856,-143.9796699415997
26 Jul 2025 13:39:31.658,5966.624058340676,615.2238268512083,7.292575689185759,-143.2103190293641
26 Jul 2025 13:39:42.405,5977.370680484455,615.2686573742567,7.801957556996474,-142.8203229743421
26 Jul 2025 13:39:47.297,5982.262549444567,615.2900184267937,8.033677344562097,-142.6424536273948
26 Jul 2025 13:39:52.653,5987.618749018293,615.3140879573857,8.287278362217888,-142.4474441268011
